student_id,name,branch,year_of_study,joining_year,phone,password,stop_id
20211A0056,Aryan Sharma,CSE,4,2020,9551802170,bvrit123,51
20211A0057,Swati Agarwal,CSE,4,2020,9538716700,bvrit123,49
20211A0058,Kavya Deshmukh,CSE,4,2020,9206294956,bvrit123,71
20211A0059,Aryan Goud,CSE,4,2020,9669315097,bvrit123,42
20211A0060,Anjali Singh,CSE,4,2020,9813905141,bvrit123,18
20211A0061,Anjali Yadav,CSE,4,2020,9702213145,bvrit123,46
20211A0062,Vikram Naidu,CSE,4,2020,9893312838,bvrit123,14
20211A0063,Riya Naidu,CSE,4,2020,9583262063,bvrit123,94
20211B0001,Rohit Patil,ECE,4,2020,9308940629,bvrit123,134
20211B0002,Sneha Rao,ECE,4,2020,9664588633,bvrit123,91
20211B0003,Sneha Agarwal,ECE,4,2020,9118792027,bvrit123,22
20211B0004,Rahul Verma,ECE,4,2020,9745614452,bvrit123,78
20211B0005,Varun Goud,ECE,4,2020,9330384757,bvrit123,91
20211B0006,Riya Rao,ECE,4,2020,9432511184,bvrit123,74
20211B0007,Arjun Verma,ECE,4,2020,9653965298,bvrit123,121
20211B0008,Sneha Agarwal,ECE,4,2020,9158513185,bvrit123,136
20211B0009,Vikram Rao,ECE,4,2020,9751587929,bvrit123,121
20211B0010,Anjali Naidu,ECE,4,2020,9253153794,bvrit123,88
20211B0011,Karthik Agarwal,ECE,4,2020,9503906396,bvrit123,144
20211B0012,Meghana Chowdary,ECE,4,2020,9686833102,bvrit123,16
20211B0013,Vikram Reddy,ECE,4,2020,9335839444,bvrit123,95
20211B0014,Rahul Goud,ECE,4,2020,9209554969,bvrit123,89
20211B0015,Karthik Rao,ECE,4,2020,9498928943,bvrit123,136
20211B0016,Nikhil Verma,ECE,4,2020,9866119933,bvrit123,81
20211B0017,Swati Deshmukh,ECE,4,2020,9594224360,bvrit123,31
20211B0018,Aditya Reddy,ECE,4,2020,9985021186,bvrit123,3
20211B0019,Rohit Rao,ECE,4,2020,9196571464,bvrit123,8
20211B0020,Vikram Kumar,ECE,4,2020,9482234739,bvrit123,83
20211B0021,Neha Verma,ECE,4,2020,9838028242,bvrit123,3
20211B0022,Karthik Kumar,ECE,4,2020,9210067145,bvrit123,92
20211B0023,Siddharth Naidu,ECE,4,2020,9596461858,bvrit123,73
20211B0024,Riya Gupta,ECE,4,2020,9826765118,bvrit123,14
20211B0025,Nikhil Goud,ECE,4,2020,9636005909,bvrit123,50
20211B0026,Kavya Deshmukh,ECE,4,2020,9577657736,bvrit123,126
20211B0027,Neha Kumar,ECE,4,2020,9524516496,bvrit123,9
20211B0028,Priya Kumar,ECE,4,2020,9327301375,bvrit123,111
20211B0029,Karthik Gupta,ECE,4,2020,9439668421,bvrit123,36
20211B0030,Kavya Deshmukh,ECE,4,2020,9167761505,bvrit123,47
20211B0031,Kavya Kumar,ECE,4,2020,9152814734,bvrit123,42
20211B0032,Swati Chowdary,ECE,4,2020,9521817719,bvrit123,73
20211B0033,Varun Agarwal,ECE,4,2020,9837036705,bvrit123,143
20211B0034,Priya Agarwal,ECE,4,2020,9123137811,bvrit123,13
20211B0035,Anjali Reddy,ECE,4,2020,9963462818,bvrit123,47
20211B0036,Arjun Chowdary,ECE,4,2020,9679513889,bvrit123,107
20211B0037,Nikhil Yadav,ECE,4,2020,9961559713,bvrit123,35
20211B0038,Vikram Naidu,ECE,4,2020,9838500004,bvrit123,119
20211B0039,Rahul Yadav,ECE,4,2020,9490279729,bvrit123,36
20211B0040,Rohit Sharma,ECE,4,2020,9986767381,bvrit123,68
20211B0041,Rahul Chowdary,ECE,4,2020,9839263931,bvrit123,9
20211B0042,Rohit Singh,ECE,4,2020,9624468969,bvrit123,104
20211B0043,Siddharth Sharma,ECE,4,2020,9535297012,bvrit123,18
20211B0044,Divya Deshmukh,ECE,4,2020,9912763254,bvrit123,39
20211B0045,Aryan Goud,ECE,4,2020,9303553909,bvrit123,142
20211B0046,Rahul Chowdary,ECE,4,2020,9939991843,bvrit123,38
20211B0047,Siddharth Naidu,ECE,4,2020,9703399477,bvrit123,118
20211B0048,Arjun Gupta,ECE,4,2020,9586627717,bvrit123,63
20211B0049,Varun Deshmukh,ECE,4,2020,9270895564,bvrit123,22
20211B0050,Kavya Singh,ECE,4,2020,9137609615,bvrit123,6
20211B0051,Varun Goud,ECE,4,2020,9226053389,bvrit123,44
20211B0052,Arjun Yadav,ECE,4,2020,9655592213,bvrit123,122
20211B0053,Riya Goud,ECE,4,2020,9291415887,bvrit123,142
20211B0054,Divya Naidu,ECE,4,2020,9756649003,bvrit123,134
20211B0055,Kavya Naidu,ECE,4,2020,9177789002,bvrit123,104
20211B0056,Riya Sharma,ECE,4,2020,9100518385,bvrit123,46
20211B0057,Rahul Yadav,ECE,4,2020,9259664491,bvrit123,108
20211B0058,Pooja Kumar,ECE,4,2020,9186676439,bvrit123,118
20211B0059,Siddharth Naidu,ECE,4,2020,9800731610,bvrit123,61
20211B0060,Vikram Verma,ECE,4,2020,9488053281,bvrit123,124
20211B0061,Aryan Patil,ECE,4,2020,9628102779,bvrit123,49
20211B0062,Pooja Naidu,ECE,4,2020,9101158243,bvrit123,94
20211B0063,Rahul Agarwal,ECE,4,2020,9979257181,bvrit123,115
20211C0001,Neha Kumar,EEE,4,2020,9612817444,bvrit123,13
20211C0002,Rohit Deshmukh,EEE,4,2020,9799505016,bvrit123,4
20211C0003,Nikhil Agarwal,EEE,4,2020,9234820314,bvrit123,57
20211C0004,Swati Kumar,EEE,4,2020,9309888360,bvrit123,94
20211C0005,Aditya Singh,EEE,4,2020,9745799198,bvrit123,107
20211C0006,Aryan Patil,EEE,4,2020,9681971192,bvrit123,12
20211C0007,Riya Deshmukh,EEE,4,2020,9202812656,bvrit123,123
20211C0008,Aditya Naidu,EEE,4,2020,9573376066,bvrit123,138
20211C0009,Riya Gupta,EEE,4,2020,9954591858,bvrit123,11
20211C0010,Rohit Rao,EEE,4,2020,9579895135,bvrit123,34
20211C0011,Rohit Verma,EEE,4,2020,9536922293,bvrit123,135
20211C0012,Pooja Yadav,EEE,4,2020,9488406016,bvrit123,132
20211C0013,Priya Singh,EEE,4,2020,9182258267,bvrit123,43
20211C0014,Aryan Rao,EEE,4,2020,9392623965,bvrit123,112
20211C0015,Sneha Sharma,EEE,4,2020,9192188396,bvrit123,30
20211C0016,Pooja Rao,EEE,4,2020,9844652219,bvrit123,103
20211C0017,Rohit Goud,EEE,4,2020,9559007082,bvrit123,56
20211C0018,Rahul Naidu,EEE,4,2020,9325393351,bvrit123,44
20211C0019,Meghana Chowdary,EEE,4,2020,9477775693,bvrit123,18
20211C0020,Swati Goud,EEE,4,2020,9624388995,bvrit123,110
20211C0021,Vikram Gupta,EEE,4,2020,9575756674,bvrit123,50
20211C0022,Kavya Rao,EEE,4,2020,9772625711,bvrit123,129
20211C0023,Kavya Sharma,EEE,4,2020,9463348349,bvrit123,54
20211C0024,Varun Singh,EEE,4,2020,9728218794,bvrit123,118
20211C0025,Priya Goud,EEE,4,2020,9305286147,bvrit123,23
20211C0026,Rohit Rao,EEE,4,2020,9528136285,bvrit123,9
20211C0027,Neha Verma,EEE,4,2020,9859238232,bvrit123,132
20211C0028,Swati Sharma,EEE,4,2020,9524286541,bvrit123,39
20211C0029,Divya Kumar,EEE,4,2020,9415483550,bvrit123,62
20211C0030,Neha Patil,EEE,4,2020,9872553633,bvrit123,114
20211C0031,Aryan Gupta,EEE,4,2020,9261887055,bvrit123,121
20211C0032,Kavya Sharma,EEE,4,2020,9955579987,bvrit123,105
20211C0033,Nikhil Reddy,EEE,4,2020,9586982007,bvrit123,71
20211C0034,Rohit Deshmukh,EEE,4,2020,9216566512,bvrit123,138
20211C0035,Nikhil Naidu,EEE,4,2020,9193365845,bvrit123,48
20211C0036,Rohit Gupta,EEE,4,2020,9736379221,bvrit123,112
20211C0037,Rahul Verma,EEE,4,2020,9380640948,bvrit123,93
20211C0038,Siddharth Gupta,EEE,4,2020,9711172757,bvrit123,105
20211C0039,Varun Patil,EEE,4,2020,9481262517,bvrit123,135
20211C0040,Karthik Reddy,EEE,4,2020,9884374598,bvrit123,90
20211C0041,Pooja Goud,EEE,4,2020,9470152816,bvrit123,144
20211C0042,Aryan Naidu,EEE,4,2020,9290698033,bvrit123,38
20211C0043,Pooja Gupta,EEE,4,2020,9241041548,bvrit123,59
20211C0044,Siddharth Verma,EEE,4,2020,9170416126,bvrit123,128
20211C0045,Pooja Chowdary,EEE,4,2020,9934240989,bvrit123,47
20211C0046,Aryan Goud,EEE,4,2020,9645820710,bvrit123,98
20211C0047,Nikhil Naidu,EEE,4,2020,9382359640,bvrit123,49
20211C0048,Divya Yadav,EEE,4,2020,9905168597,bvrit123,1
20211C0049,Aryan Goud,EEE,4,2020,9225320208,bvrit123,53
20211C0050,Nikhil Chowdary,EEE,4,2020,9396431149,bvrit123,56
20211C0051,Aryan Patil,EEE,4,2020,9127984336,bvrit123,64
20211C0052,Aditya Rao,EEE,4,2020,9493679617,bvrit123,113
20211C0053,Divya Gupta,EEE,4,2020,9825296392,bvrit123,38
20211C0054,Rohit Gupta,EEE,4,2020,9194616388,bvrit123,116
20211C0055,Divya Goud,EEE,4,2020,9923149552,bvrit123,73
20211C0056,Priya Goud,EEE,4,2020,9824950396,bvrit123,16
20211C0057,Priya Reddy,EEE,4,2020,9522571051,bvrit123,101
20211C0058,Karthik Goud,EEE,4,2020,9745634104,bvrit123,65
20211C0059,Varun Sharma,EEE,4,2020,9176178535,bvrit123,17
20211C0060,Rohit Sharma,EEE,4,2020,9401086102,bvrit123,98
20211C0061,Priya Singh,EEE,4,2020,9766961363,bvrit123,58
20211C0062,Pooja Sharma,EEE,4,2020,9727871027,bvrit123,138
20211C0063,Kavya Chowdary,EEE,4,2020,9178610022,bvrit123,14
20211D0001,Kavya Kumar,MECH,4,2020,9726992255,bvrit123,44
20211D0002,Aditya Patil,MECH,4,2020,9953010341,bvrit123,102
20211D0003,Aryan Verma,MECH,4,2020,9937707743,bvrit123,53
20211D0004,Karthik Yadav,MECH,4,2020,9728013252,bvrit123,36
20211D0005,Neha Sharma,MECH,4,2020,9412540227,bvrit123,122
20211D0006,Sneha Singh,MECH,4,2020,9455498514,bvrit123,20
20211D0007,Priya Rao,MECH,4,2020,9326008155,bvrit123,143
20211D0008,Kavya Reddy,MECH,4,2020,9795053288,bvrit123,139
20211D0009,Aryan Verma,MECH,4,2020,9638924637,bvrit123,60
20211D0010,Neha Deshmukh,MECH,4,2020,9974350645,bvrit123,3
20211D0011,Rohit Agarwal,MECH,4,2020,9281332820,bvrit123,140
20211D0012,Pooja Chowdary,MECH,4,2020,9644690035,bvrit123,39
20211D0013,Kavya Reddy,MECH,4,2020,9196354287,bvrit123,80
20211D0014,Karthik Reddy,MECH,4,2020,9165338539,bvrit123,76
20211D0015,Rahul Verma,MECH,4,2020,9815927646,bvrit123,132
20211D0016,Kavya Agarwal,MECH,4,2020,9850165310,bvrit123,96
20211D0017,Karthik Singh,MECH,4,2020,9237153571,bvrit123,64
20211D0018,Karthik Reddy,MECH,4,2020,9424956181,bvrit123,47
20211D0019,Rahul Singh,MECH,4,2020,9327418569,bvrit123,134
20211D0020,Karthik Reddy,MECH,4,2020,9160826719,bvrit123,34
20211D0021,Sneha Kumar,MECH,4,2020,9332419100,bvrit123,23
20211D0022,Riya Goud,MECH,4,2020,9934027339,bvrit123,17
20211D0023,Rahul Sharma,MECH,4,2020,9619700855,bvrit123,119
20211D0024,Rahul Yadav,MECH,4,2020,9840889360,bvrit123,125
20211D0025,Priya Yadav,MECH,4,2020,9426814073,bvrit123,30
20211D0026,Meghana Agarwal,MECH,4,2020,9292808164,bvrit123,18
20211D0027,Meghana Rao,MECH,4,2020,9152692258,bvrit123,24
20211D0028,Kavya Yadav,MECH,4,2020,9190575958,bvrit123,106
20211D0029,Priya Deshmukh,MECH,4,2020,9788182181,bvrit123,135
20211D0030,Aditya Kumar,MECH,4,2020,9579440657,bvrit123,96
20211D0031,Priya Agarwal,MECH,4,2020,9904125807,bvrit123,34
20211D0032,Aryan Reddy,MECH,4,2020,9475120475,bvrit123,123
20211D0033,Arjun Singh,MECH,4,2020,9523745305,bvrit123,137
20211D0034,Sneha Sharma,MECH,4,2020,9487520913,bvrit123,61
20211D0035,Pooja Deshmukh,MECH,4,2020,9309407262,bvrit123,96
20211D0036,Priya Deshmukh,MECH,4,2020,9404828068,bvrit123,14
20211D0037,Neha Chowdary,MECH,4,2020,9159526406,bvrit123,20
20211D0038,Siddharth Kumar,MECH,4,2020,9890282946,bvrit123,27
20211D0039,Anjali Sharma,MECH,4,2020,9838013129,bvrit123,73
20211D0040,Meghana Sharma,MECH,4,2020,9648792462,bvrit123,86
20211D0041,Divya Sharma,MECH,4,2020,9348233579,bvrit123,34
20211D0042,Priya Kumar,MECH,4,2020,9226288670,bvrit123,81
20211D0043,Rahul Reddy,MECH,4,2020,9243799956,bvrit123,7
20211D0044,Vikram Chowdary,MECH,4,2020,9684243253,bvrit123,71
20211D0045,Pooja Gupta,MECH,4,2020,9474441777,bvrit123,134
20211D0046,Arjun Agarwal,MECH,4,2020,9890727857,bvrit123,56
20211D0047,Kavya Goud,MECH,4,2020,9488426943,bvrit123,124
20211D0048,Priya Naidu,MECH,4,2020,9495481697,bvrit123,69
20211D0049,Meghana Agarwal,MECH,4,2020,9471680982,bvrit123,141
20211D0050,Aryan Kumar,MECH,4,2020,9468795594,bvrit123,78
20211D0051,Arjun Goud,MECH,4,2020,9265124743,bvrit123,73
20211D0052,Aditya Yadav,MECH,4,2020,9857989039,bvrit123,88
20211D0053,Aditya Rao,MECH,4,2020,9815721245,bvrit123,35
20211D0054,Vikram Chowdary,MECH,4,2020,9403302818,bvrit123,47
20211D0055,Priya Agarwal,MECH,4,2020,9711835599,bvrit123,83
20211D0056,Karthik Agarwal,MECH,4,2020,9538539476,bvrit123,35
20211D0057,Rahul Rao,MECH,4,2020,9884261379,bvrit123,67
20211D0058,Nikhil Kumar,MECH,4,2020,9474895826,bvrit123,13
20211D0059,Pooja Reddy,MECH,4,2020,9296566134,bvrit123,16
20211D0060,Aditya Reddy,MECH,4,2020,9168323591,bvrit123,98
20211D0061,Vikram Rao,MECH,4,2020,9826166310,bvrit123,90
20211D0062,Arjun Chowdary,MECH,4,2020,9484288778,bvrit123,39
20211D0063,Neha Kumar,MECH,4,2020,9951464069,bvrit123,112
20211E0001,Priya Chowdary,CIVIL,4,2020,9195375254,bvrit123,42
20211E0002,Siddharth Singh,CIVIL,4,2020,9200051715,bvrit123,51
20211E0003,Rohit Agarwal,CIVIL,4,2020,9780493727,bvrit123,64
20211E0004,Pooja Yadav,CIVIL,4,2020,9153802816,bvrit123,30
20211E0005,Arjun Patil,CIVIL,4,2020,9830717542,bvrit123,118
20211E0006,Vikram Rao,CIVIL,4,2020,9469455264,bvrit123,55
20211E0007,Rahul Goud,CIVIL,4,2020,9133866446,bvrit123,79
20211E0008,Siddharth Patil,CIVIL,4,2020,9665834102,bvrit123,113
20211E0009,Arjun Verma,CIVIL,4,2020,9907153101,bvrit123,72
20211E0010,Kavya Goud,CIVIL,4,2020,9764356305,bvrit123,64
20211E0011,Swati Singh,CIVIL,4,2020,9209222167,bvrit123,139
20211E0012,Meghana Reddy,CIVIL,4,2020,9439205787,bvrit123,143
20211E0013,Rohit Patil,CIVIL,4,2020,9340425545,bvrit123,131
20211E0014,Anjali Deshmukh,CIVIL,4,2020,9759990611,bvrit123,118
20211E0015,Divya Deshmukh,CIVIL,4,2020,9458451879,bvrit123,3
20211E0016,Pooja Singh,CIVIL,4,2020,9928466832,bvrit123,133
20211E0017,Aditya Deshmukh,CIVIL,4,2020,9985614748,bvrit123,117
20211E0018,Riya Gupta,CIVIL,4,2020,9753097444,bvrit123,125
20211E0019,Pooja Deshmukh,CIVIL,4,2020,9770547363,bvrit123,10
20211E0020,Vikram Goud,CIVIL,4,2020,9300912589,bvrit123,15
20211E0021,Swati Kumar,CIVIL,4,2020,9513656688,bvrit123,13
20211E0022,Rohit Reddy,CIVIL,4,2020,9100682406,bvrit123,132
20211E0023,Swati Agarwal,CIVIL,4,2020,9694000196,bvrit123,112
20211E0024,Vikram Kumar,CIVIL,4,2020,9936343402,bvrit123,107
20211E0025,Arjun Deshmukh,CIVIL,4,2020,9290174855,bvrit123,50
20211E0026,Siddharth Kumar,CIVIL,4,2020,9928132813,bvrit123,125
20211E0027,Priya Verma,CIVIL,4,2020,9124284499,bvrit123,35
20211E0028,Nikhil Naidu,CIVIL,4,2020,9469754026,bvrit123,32
20211E0029,Meghana Kumar,CIVIL,4,2020,9574577331,bvrit123,46
20211E0030,Vikram Deshmukh,CIVIL,4,2020,9390593118,bvrit123,128
20211E0031,Varun Yadav,CIVIL,4,2020,9993232952,bvrit123,6
20211E0032,Nikhil Singh,CIVIL,4,2020,9294955330,bvrit123,106
20211E0033,Varun Singh,CIVIL,4,2020,9119560547,bvrit123,109
20211E0034,Priya Sharma,CIVIL,4,2020,9463769082,bvrit123,54
20211E0035,Rohit Chowdary,CIVIL,4,2020,9377775089,bvrit123,55
20211E0036,Vikram Yadav,CIVIL,4,2020,9396495947,bvrit123,108
20211E0037,Sneha Rao,CIVIL,4,2020,9248365499,bvrit123,127
20211E0038,Aryan Deshmukh,CIVIL,4,2020,9550118688,bvrit123,83
20211E0039,Pooja Rao,CIVIL,4,2020,9286378123,bvrit123,123
20211E0040,Meghana Naidu,CIVIL,4,2020,9772724082,bvrit123,74
20211E0041,Nikhil Reddy,CIVIL,4,2020,9855190670,bvrit123,94
20211E0042,Arjun Singh,CIVIL,4,2020,9442855378,bvrit123,15
20211E0043,Meghana Reddy,CIVIL,4,2020,9550018185,bvrit123,94
20211E0044,Varun Singh,CIVIL,4,2020,9959069798,bvrit123,113
20211E0045,Aditya Sharma,CIVIL,4,2020,9705857333,bvrit123,66
20211E0046,Pooja Singh,CIVIL,4,2020,9652239649,bvrit123,70
20211E0047,Rahul Singh,CIVIL,4,2020,9724318158,bvrit123,135
20211E0048,Neha Kumar,CIVIL,4,2020,9660041450,bvrit123,4
20211E0049,Priya Goud,CIVIL,4,2020,9849370902,bvrit123,40
20211E0050,Kavya Yadav,CIVIL,4,2020,9343840050,bvrit123,44
20211E0051,Kavya Yadav,CIVIL,4,2020,9735841947,bvrit123,108
20211E0052,Kavya Goud,CIVIL,4,2020,9720451786,bvrit123,21
20211E0053,Anjali Naidu,CIVIL,4,2020,9274901264,bvrit123,62
20211E0054,Nikhil Naidu,CIVIL,4,2020,9858347278,bvrit123,48
20211E0055,Divya Deshmukh,CIVIL,4,2020,9565356152,bvrit123,128
20211E0056,Vikram Reddy,CIVIL,4,2020,9993073188,bvrit123,108
20211E0057,Rohit Agarwal,CIVIL,4,2020,9495322270,bvrit123,118
20211E0058,Vikram Deshmukh,CIVIL,4,2020,9702586223,bvrit123,17
20211E0059,Divya Chowdary,CIVIL,4,2020,9270303469,bvrit123,53
20211E0060,Meghana Chowdary,CIVIL,4,2020,9946261739,bvrit123,67
20211E0061,Kavya Patil,CIVIL,4,2020,9863606576,bvrit123,87
20211E0062,Swati Deshmukh,CIVIL,4,2020,9908692229,bvrit123,37
20211E0063,Pooja Kumar,CIVIL,4,2020,9303823118,bvrit123,62
20211F0001,Meghana Chowdary,IT,4,2020,9714337296,bvrit123,130
20211F0002,Riya Singh,IT,4,2020,9242510057,bvrit123,134
20211F0003,Vikram Patil,IT,4,2020,9170715118,bvrit123,120
20211F0004,Rahul Reddy,IT,4,2020,9743383456,bvrit123,109
20211F0005,Kavya Kumar,IT,4,2020,9237175856,bvrit123,43
20211F0006,Siddharth Verma,IT,4,2020,9979946376,bvrit123,97
20211F0007,Neha Patil,IT,4,2020,9339751476,bvrit123,137
20211F0008,Varun Gupta,IT,4,2020,9161180085,bvrit123,35
20211F0009,Rohit Gupta,IT,4,2020,9568513496,bvrit123,130
20211F0010,Nikhil Rao,IT,4,2020,9281160047,bvrit123,35
20211F0011,Sneha Naidu,IT,4,2020,9622789215,bvrit123,95
20211F0012,Varun Chowdary,IT,4,2020,9487789243,bvrit123,108
20211F0013,Swati Yadav,IT,4,2020,9949364959,bvrit123,29
20211F0014,Nikhil Yadav,IT,4,2020,9227621611,bvrit123,26
20211F0015,Rohit Rao,IT,4,2020,9814637994,bvrit123,9
20211F0016,Vikram Kumar,IT,4,2020,9512221413,bvrit123,35
20211F0017,Aditya Kumar,IT,4,2020,9262020067,bvrit123,120
20211F0018,Anjali Deshmukh,IT,4,2020,9805204578,bvrit123,18
20211F0019,Neha Goud,IT,4,2020,9151745994,bvrit123,21
20211F0020,Aditya Rao,IT,4,2020,9234181707,bvrit123,42
20211F0021,Anjali Goud,IT,4,2020,9792033584,bvrit123,78
20211F0022,Sneha Singh,IT,4,2020,9302056093,bvrit123,88
20211F0023,Sneha Patil,IT,4,2020,9132292823,bvrit123,132
20211F0024,Rohit Verma,IT,4,2020,9678639290,bvrit123,102
20211F0025,Rahul Deshmukh,IT,4,2020,9604780809,bvrit123,33
20211F0026,Pooja Singh,IT,4,2020,9559816207,bvrit123,13
20211F0027,Arjun Kumar,IT,4,2020,9625266502,bvrit123,55
20211F0028,Varun Deshmukh,IT,4,2020,9740401996,bvrit123,39
20211F0029,Anjali Deshmukh,IT,4,2020,9191896323,bvrit123,86
20211F0030,Siddharth Rao,IT,4,2020,9478369284,bvrit123,11
20211F0031,Vikram Goud,IT,4,2020,9348619414,bvrit123,77
20211F0032,Nikhil Deshmukh,IT,4,2020,9739620673,bvrit123,83
20211F0033,Divya Gupta,IT,4,2020,9378545976,bvrit123,131
20211F0034,Vikram Patil,IT,4,2020,9563024078,bvrit123,12
20211F0035,Karthik Yadav,IT,4,2020,9803515462,bvrit123,64
20211F0036,Rahul Gupta,IT,4,2020,9552753871,bvrit123,3
20211F0037,Sneha Goud,IT,4,2020,9570432126,bvrit123,107
20211F0038,Divya Agarwal,IT,4,2020,9511057069,bvrit123,103
20211F0039,Varun Chowdary,IT,4,2020,9279261043,bvrit123,116
20211F0040,Neha Singh,IT,4,2020,9548841160,bvrit123,75
20211F0041,Swati Patil,IT,4,2020,9638628761,bvrit123,10
20211F0042,Meghana Singh,IT,4,2020,9112574671,bvrit123,62
20211F0043,Siddharth Verma,IT,4,2020,9735240154,bvrit123,133
20211F0044,Riya Singh,IT,4,2020,9837532994,bvrit123,135
20211F0045,Neha Chowdary,IT,4,2020,9442482888,bvrit123,120
20211F0046,Vikram Reddy,IT,4,2020,9776718329,bvrit123,106
20211F0047,Divya Gupta,IT,4,2020,9117367000,bvrit123,66
20211F0048,Aditya Singh,IT,4,2020,9874842129,bvrit123,24
20211F0049,Sneha Chowdary,IT,4,2020,9237934750,bvrit123,100
20211F0050,Kavya Reddy,IT,4,2020,9353655960,bvrit123,82
20211F0051,Arjun Yadav,IT,4,2020,9720550267,bvrit123,56
20211F0052,Pooja Yadav,IT,4,2020,9781119984,bvrit123,12
20211F0053,Aryan Gupta,IT,4,2020,9683455976,bvrit123,24
20211F0054,Priya Agarwal,IT,4,2020,9753330281,bvrit123,105
20211F0055,Aryan Patil,IT,4,2020,9708940861,bvrit123,94
20211F0056,Vikram Sharma,IT,4,2020,9928406896,bvrit123,97
20211F0057,Nikhil Reddy,IT,4,2020,9955075718,bvrit123,88
20211F0058,Vikram Kumar,IT,4,2020,9558734176,bvrit123,90
20211F0059,Rohit Chowdary,IT,4,2020,9756765717,bvrit123,93
20211F0060,Divya Naidu,IT,4,2020,9822057637,bvrit123,37
20211F0061,Neha Naidu,IT,4,2020,9265517674,bvrit123,66
20211F0062,Divya Deshmukh,IT,4,2020,9460446038,bvrit123,116
